k,k_n,mod,mu,int_conn,valid,year,met,n_valid_solutions,n_solutions
15,0.019867549668874173,0.640778128276375,0.2212548369264787,1,TRUE,2024,LV,26,64
16,0.02119205298013245,0.6540703368484034,0.220702045328911,1,TRUE,2024,LV,26,64
14,0.018543046357615896,0.6535844001080525,0.21766169154228857,2,FALSE,2024,LV,26,64
13,0.017218543046357615,0.6492756375056111,0.2099226091763405,2,FALSE,2024,LV,26,64
14,0.018543046357615896,0.6518094661970535,0.22954671088999448,2,FALSE,2024,LV,26,64
14,0.018543046357615896,0.6354112044500795,0.2202874516307352,1,TRUE,2024,LV,26,64
48,0.06357615894039735,0.6446876238548063,0.3061083471531233,1,TRUE,2024,LP,71,71
46,0.060927152317880796,0.6481110299036118,0.2986456605859591,1,TRUE,2024,LP,71,71
47,0.06225165562913907,0.6465971746665606,0.30071862907683805,1,TRUE,2024,LP,71,71
46,0.060927152317880796,0.6486877521214028,0.2998894416804865,1,TRUE,2024,LP,71,71
47,0.06225165562913907,0.6473437412623636,0.3015478164731896,1,TRUE,2024,LP,71,71
44,0.05827814569536424,0.6509982315405347,0.2939469320066335,1,TRUE,2024,LP,71,71
46,0.060927152317880796,0.648828786171715,0.2997512437810945,1,TRUE,2024,LP,71,71
46,0.060927152317880796,0.6468570692236261,0.30030403537866224,1,TRUE,2024,LP,71,71
47,0.06225165562913907,0.646060445041545,0.30417357656163624,1,TRUE,2024,LP,71,71
45,0.059602649006622516,0.6490886807287803,0.29933665008291876,1,TRUE,2024,LP,71,71
47,0.06225165562913907,0.6462014790918574,0.30403537866224434,1,TRUE,2024,LP,71,71
45,0.059602649006622516,0.6484961925676574,0.2982310668877833,1,TRUE,2024,LP,71,71
47,0.06225165562913907,0.6478353694032145,0.2991984521835268,1,TRUE,2024,LP,71,71
46,0.060927152317880796,0.6464613736489229,0.3036207849640685,1,TRUE,2024,LP,71,71
48,0.06357615894039735,0.6465812941312726,0.3011332227750138,1,TRUE,2024,LP,71,71
45,0.059602649006622516,0.6496542206814956,0.29560530679933666,1,TRUE,2024,LP,71,71
45,0.059602649006622516,0.6495329441943285,0.2980928689883914,1,TRUE,2024,LP,71,71
46,0.060927152317880796,0.6493785601810984,0.2961580983969044,1,TRUE,2024,LP,71,71
47,0.06225165562913907,0.6462308146326902,0.3030679933665008,1,TRUE,2024,LP,71,71
46,0.060927152317880796,0.6475748254917296,0.30140961857379767,1,TRUE,2024,LP,71,71
47,0.06225165562913907,0.6473149309346641,0.3018242122719735,1,TRUE,2024,LP,71,71
49,0.06490066225165562,0.6445920064165387,0.30638474295190715,1,TRUE,2024,LP,71,71
44,0.05827814569536424,0.6506086857341574,0.29560530679933666,1,TRUE,2024,LP,71,71
46,0.060927152317880796,0.6461564921996493,0.2978164731896075,1,TRUE,2024,LP,71,71
44,0.05827814569536424,0.6490299523511369,0.2892482034273079,1,TRUE,2024,LP,71,71
48,0.06357615894039735,0.6451549394022457,0.30597014925373134,1,TRUE,2024,LP,71,71
45,0.059602649006622516,0.6469719190119055,0.3030679933665008,1,TRUE,2024,LP,71,71
45,0.059602649006622516,0.6506993852676306,0.29380873410724156,1,TRUE,2024,LP,71,71
48,0.06357615894039735,0.6463215141661633,0.30127142067440577,1,TRUE,2024,LP,71,71
44,0.05827814569536424,0.6513328782504776,0.29270315091210614,1,TRUE,2024,LP,71,71
44,0.05827814569536424,0.650022442834657,0.29519071310116085,1,TRUE,2024,LP,71,71
45,0.059602649006622516,0.650460002670757,0.2925649530127142,1,TRUE,2024,LP,71,71
46,0.060927152317880796,0.6487170876622357,0.29892205638474295,1,TRUE,2024,LP,71,71
44,0.05827814569536424,0.6501705242902865,0.29505251520176895,1,TRUE,2024,LP,71,71
45,0.059602649006622516,0.6505960137736477,0.29449972360420124,1,TRUE,2024,LP,71,71
46,0.060927152317880796,0.6500933179596767,0.29270315091210614,1,TRUE,2024,LP,71,71
46,0.060927152317880796,0.6503361192165823,0.294914317302377,1,TRUE,2024,LP,71,71
45,0.059602649006622516,0.6499399652740538,0.29449972360420124,1,TRUE,2024,LP,71,71
46,0.060927152317880796,0.6485950281300333,0.29754007739082367,1,TRUE,2024,LP,71,71
50,0.06622516556291391,0.6431718301038266,0.308595909342178,1,TRUE,2024,LP,71,71
47,0.06225165562913907,0.6489488212460208,0.29698728579325595,1,TRUE,2024,LP,71,71
47,0.06225165562913907,0.6463950917514881,0.3029297954671089,1,TRUE,2024,LP,71,71
46,0.060927152317880796,0.6481403654444441,0.29767827529021557,1,TRUE,2024,LP,71,71
46,0.060927152317880796,0.6436934240412705,0.3015478164731896,1,TRUE,2024,LP,71,71
45,0.059602649006622516,0.6501236275321387,0.2953289110005528,1,TRUE,2024,LP,71,71
47,0.06225165562913907,0.648856183198619,0.2991984521835268,1,TRUE,2024,LP,71,71
45,0.059602649006622516,0.652005867260956,0.29187396351575456,1,TRUE,2024,LP,71,71
45,0.059602649006622516,0.6512868218333433,0.29076838032061914,1,TRUE,2024,LP,71,71
47,0.06225165562913907,0.6449475184118715,0.3056937534549475,1,TRUE,2024,LP,71,71
47,0.06225165562913907,0.6477088121367245,0.2991984521835268,1,TRUE,2024,LP,71,71
45,0.059602649006622516,0.6503719769495987,0.2967108899944721,1,TRUE,2024,LP,71,71
46,0.060927152317880796,0.6479687066937903,0.29878385848535105,1,TRUE,2024,LP,71,71
46,0.060927152317880796,0.648236298010592,0.2986456605859591,1,TRUE,2024,LP,71,71
45,0.059602649006622516,0.651879309994466,0.29187396351575456,1,TRUE,2024,LP,71,71
46,0.060927152317880796,0.6464907091897557,0.30265339966832505,1,TRUE,2024,LP,71,71
48,0.06357615894039735,0.6469140023272867,0.3023770038695412,1,TRUE,2024,LP,71,71
45,0.059602649006622516,0.650767672524302,0.2933941404090658,1,TRUE,2024,LP,71,71
45,0.059602649006622516,0.650230942899287,0.296849087893864,1,TRUE,2024,LP,71,71
45,0.059602649006622516,0.6508636050904498,0.2943615257048093,1,TRUE,2024,LP,71,71
44,0.05827814569536424,0.6497153936875417,0.2902155887230514,1,TRUE,2024,LP,71,71
45,0.059602649006622516,0.6509732218460549,0.2943615257048093,1,TRUE,2024,LP,71,71
44,0.05827814569536424,0.652281527761353,0.29132117191818685,1,TRUE,2024,LP,71,71
47,0.06225165562913907,0.6476202421037739,0.3015478164731896,1,TRUE,2024,LP,71,71
46,0.060927152317880796,0.6477446698697414,0.3009950248756219,1,TRUE,2024,LP,71,71
46,0.060927152317880796,0.6472876484997163,0.3000276395798784,1,TRUE,2024,LP,71,71
46,0.060927152317880796,0.647603635819429,0.3011332227750138,1,TRUE,2024,LP,71,71
46,0.060927152317880796,0.6464381878764155,0.3029297954671089,1,TRUE,2024,LP,71,71
44,0.05827814569536424,0.6498687081758462,0.29657269209508014,1,TRUE,2024,LP,71,71
47,0.06225165562913907,0.6449243326393644,0.30500276395798787,1,TRUE,2024,LP,71,71
48,0.06357615894039735,0.6445465898044941,0.3062465450525152,1,TRUE,2024,LP,71,71
45,0.059602649006622516,0.6507383369834694,0.2943615257048093,1,TRUE,2024,LP,71,71
51,0.06754966887417219,0.6347954254738228,0.32103372028745164,1,TRUE,2024,IM,6,6
50,0.06622516556291391,0.6371083495213573,0.31840796019900497,1,TRUE,2024,IM,6,6
52,0.06887417218543046,0.6366224414289954,0.3181315644002211,1,TRUE,2024,IM,6,6
50,0.06622516556291391,0.6360843557991624,0.31909894969596464,1,TRUE,2024,IM,6,6
50,0.06622516556291391,0.633985947893968,0.32352128247650636,1,TRUE,2024,IM,6,6
49,0.06490066225165562,0.6383972798466976,0.31647318960751797,1,TRUE,2024,IM,6,6
184,0.24370860927152319,0.5567796459322435,0.4027086788280818,1,TRUE,2024,WT,1,1
15,0.022556390977443608,0.633002021354666,0.20435466946484784,1,TRUE,2025,LV,11,17
16,0.02406015037593985,0.6548469811188833,0.21904512067156348,2,FALSE,2025,LV,11,17
17,0.02556390977443609,0.6552785998321972,0.21904512067156348,1,TRUE,2025,LV,11,17
16,0.02406015037593985,0.6600762290122648,0.2128803777544596,1,TRUE,2025,LV,11,17
15,0.022556390977443608,0.6552605870454927,0.21642182581322142,2,FALSE,2025,LV,11,17
15,0.022556390977443608,0.6596446102989509,0.2128803777544596,2,FALSE,2025,LV,11,17
14,0.021052631578947368,0.6377996505347338,0.19818992654774398,1,TRUE,2025,LV,11,17
17,0.02556390977443609,0.618358941884522,0.20527282266526758,1,TRUE,2025,LV,11,17
16,0.02406015037593985,0.6556922057588067,0.21642182581322142,1,TRUE,2025,LV,11,17
14,0.021052631578947368,0.6600582162255605,0.21025708289611753,2,FALSE,2025,LV,11,17
15,0.022556390977443608,0.5828256147538726,0.18769674711437564,1,TRUE,2025,LV,11,17
15,0.022556390977443608,0.6412398175282342,0.20383001049317942,1,TRUE,2025,LV,11,17
16,0.02406015037593985,0.6187725478111317,0.2026495278069255,1,TRUE,2025,LV,11,17
14,0.021052631578947368,0.5827279637726559,0.18769674711437564,2,FALSE,2025,LV,11,17
14,0.021052631578947368,0.6334156272812757,0.20173137460650578,1,TRUE,2025,LV,11,17
16,0.02406015037593985,0.6182612909033054,0.20527282266526758,2,FALSE,2025,LV,11,17
16,0.02406015037593985,0.6408262116016248,0.2064533053515215,1,TRUE,2025,LV,11,17
44,0.06616541353383458,0.6616798659504582,0.2869884575026233,1,TRUE,2025,LP,23,23
45,0.06766917293233082,0.6604760113723819,0.28869359916054566,1,TRUE,2025,LP,23,23
43,0.06466165413533835,0.6620174809707894,0.2864637985309549,1,TRUE,2025,LP,23,23
44,0.06616541353383458,0.660969702802438,0.28816894018887723,1,TRUE,2025,LP,23,23
44,0.06616541353383458,0.6608136263927129,0.28816894018887723,1,TRUE,2025,LP,23,23
43,0.06466165413533835,0.6621379102992806,0.2864637985309549,1,TRUE,2025,LP,23,23
44,0.06616541353383458,0.6625972879728121,0.28318467995802726,1,TRUE,2025,LP,23,23
44,0.06616541353383458,0.6573032835090818,0.28475865687303253,1,TRUE,2025,LP,23,23
43,0.06466165413533835,0.6638011425508884,0.2814795383001049,1,TRUE,2025,LP,23,23
43,0.06466165413533835,0.6644647425592562,0.2837093389296957,1,TRUE,2025,LP,23,23
43,0.06466165413533835,0.6635985030015111,0.2848898216159496,1,TRUE,2025,LP,23,23
42,0.06315789473684211,0.6641387575712195,0.2809548793284365,1,TRUE,2025,LP,23,23
43,0.06466165413533835,0.6574526158764115,0.2842339979013641,1,TRUE,2025,LP,23,23
43,0.06466165413533835,0.6585071380871578,0.2830535152151102,1,TRUE,2025,LP,23,23
43,0.06466165413533835,0.6613073178227693,0.2876442812172088,1,TRUE,2025,LP,23,23
44,0.06616541353383458,0.6610357238807364,0.28816894018887723,1,TRUE,2025,LP,23,23
44,0.06616541353383458,0.662698956132344,0.28318467995802726,1,TRUE,2025,LP,23,23
43,0.06466165413533835,0.6629349029931433,0.28266002098635884,1,TRUE,2025,LP,23,23
45,0.06766917293233082,0.6597114399741687,0.2898740818467996,1,TRUE,2025,LP,23,23
45,0.06766917293233082,0.660577679531913,0.28869359916054566,1,TRUE,2025,LP,23,23
44,0.06616541353383458,0.6632608879811802,0.28541448058761804,1,TRUE,2025,LP,23,23
42,0.06315789473684211,0.6648023575795875,0.28318467995802726,1,TRUE,2025,LP,23,23
42,0.06315789473684211,0.6624755253196122,0.28593913955928646,1,TRUE,2025,LP,23,23
47,0.07067669172932331,0.659565324790329,0.2939401888772298,1,TRUE,2025,IM,4,4
46,0.06917293233082707,0.6617388333109447,0.2913168940188877,1,TRUE,2025,IM,4,4
46,0.06917293233082707,0.6605708666727588,0.29184155299055614,1,TRUE,2025,IM,4,4
47,0.07067669172932331,0.6618848968822151,0.290398740818468,1,TRUE,2025,IM,4,4
111,0.16691729323308271,0.605181848630105,0.3515215110178384,1,TRUE,2025,WT,1,1
14,0.02676864244741874,0.675183543161188,0.18566508118746924,1,TRUE,2026,LV,9,9
13,0.0248565965583174,0.6750231058980897,0.18238477939970477,1,TRUE,2026,LV,9,9
13,0.0248565965583174,0.6771084002546012,0.17254387403641136,1,TRUE,2026,LV,9,9
13,0.0248565965583174,0.6808066755459526,0.17795637198622274,1,TRUE,2026,LV,9,9
12,0.022944550669216062,0.676947962991503,0.16926357224864688,1,TRUE,2026,LV,9,9
13,0.0248565965583174,0.6747032939593998,0.18336886993603413,1,TRUE,2026,LV,9,9
12,0.022944550669216062,0.6806462382828541,0.17467607019845827,1,TRUE,2026,LV,9,9
12,0.022944550669216062,0.6266734509068027,0.15171395768410695,1,TRUE,2026,LV,9,9
12,0.022944550669216062,0.6827315326393658,0.16483516483516483,1,TRUE,2026,LV,9,9
33,0.06309751434034416,0.685857974446196,0.24733475479744135,1,TRUE,2026,LP,19,19
34,0.06500956022944551,0.6844369721377983,0.24946695095948826,1,TRUE,2026,LP,19,19
32,0.06118546845124283,0.6862215676802733,0.24667869443988846,1,TRUE,2026,LP,19,19
32,0.06118546845124283,0.6879911121414768,0.24044612104313598,1,TRUE,2026,LP,19,19
33,0.06309751434034416,0.6848005653718763,0.24881089060193537,1,TRUE,2026,LP,19,19
32,0.06118546845124283,0.6854082040202448,0.24815483024438248,1,TRUE,2026,LP,19,19
31,0.05927342256214149,0.6883547053755547,0.23979006068558306,1,TRUE,2026,LP,19,19
32,0.06118546845124283,0.6927141656553479,0.23946203050680662,1,TRUE,2026,LP,19,19
33,0.06309751434034416,0.6865701098330798,0.2425783172051829,1,TRUE,2026,LP,19,19
32,0.06118546845124283,0.6864150393094158,0.24667869443988846,1,TRUE,2026,LP,19,19
33,0.06309751434034416,0.69129316334695,0.24159422666885352,1,TRUE,2026,LP,19,19
31,0.05927342256214149,0.6932712305185675,0.23880597014925373,1,TRUE,2026,LP,19,19
34,0.06500956022944551,0.6844186122397325,0.24946695095948826,1,TRUE,2026,LP,19,19
32,0.06118546845124283,0.680980778491421,0.24241430211579465,1,TRUE,2026,LP,19,19
31,0.05927342256214149,0.7000951405882627,0.22453665737247827,1,TRUE,2026,LP,19,19
31,0.05927342256214149,0.6810848313642686,0.24175824175824176,1,TRUE,2026,LP,19,19
33,0.06309751434034416,0.6847822054738102,0.24881089060193537,1,TRUE,2026,LP,19,19
32,0.06118546845124283,0.6918318683121043,0.24093816631130063,1,TRUE,2026,LP,19,19
35,0.06692160611854685,0.6829976099313354,0.2515991471215352,1,TRUE,2026,LP,19,19
35,0.06692160611854685,0.687581531734149,0.2501230113170412,1,TRUE,2026,IM,4,4
34,0.06500956022944551,0.6879250030579652,0.24946695095948826,1,TRUE,2026,IM,4,4
34,0.06500956022944551,0.691152498281769,0.24454649827784156,1,TRUE,2026,IM,4,4
33,0.06309751434034416,0.6914959696055853,0.24389043792028867,1,TRUE,2026,IM,4,4
82,0.15678776290630975,0.6382304754454994,0.30326390027882566,1,TRUE,2026,WT,1,1
11,0.02763819095477387,0.6855266286800021,0.1695993216027136,1,TRUE,2027,LV,5,5
11,0.02763819095477387,0.6769945279769445,0.1666313334746661,1,TRUE,2027,LV,5,5
11,0.02763819095477387,0.6809072763708944,0.16514733941064236,1,TRUE,2027,LV,5,5
11,0.02763819095477387,0.6894393770739523,0.16811532753868985,1,TRUE,2027,LV,5,5
10,0.02512562814070352,0.675146962333499,0.16260334958660166,1,TRUE,2027,LV,5,5
22,0.05527638190954774,0.683499962629363,0.2278990884036464,1,TRUE,2027,LP,11,11
21,0.052763819095477386,0.6917156376318316,0.21814712741149037,1,TRUE,2027,LP,11,11
21,0.052763819095477386,0.6826781906355521,0.22599109603561585,1,TRUE,2027,LP,11,11
21,0.052763819095477386,0.6870224204496442,0.22153911384354463,1,TRUE,2027,LP,11,11
21,0.052763819095477386,0.6844373296664116,0.2189951240195039,1,TRUE,2027,LP,11,11
20,0.05025125628140704,0.6862006484558333,0.21963112147551409,1,TRUE,2027,LP,11,11
20,0.05025125628140704,0.6926530046688804,0.20924316302734788,1,TRUE,2027,LP,11,11
20,0.05025125628140704,0.6879597874866928,0.21263514945940215,1,TRUE,2027,LP,11,11
19,0.04773869346733668,0.6961754624891613,0.20288318846724612,1,TRUE,2027,LP,11,11
20,0.05025125628140704,0.6836155576726008,0.2170871316514734,1,TRUE,2027,LP,11,11
20,0.05025125628140704,0.6952380954521126,0.2117871528513886,1,TRUE,2027,LP,11,11
24,0.06030150753768844,0.6847790811083945,0.22938308246767014,1,TRUE,2027,IM,3,3
24,0.06030150753768844,0.6884168867818911,0.2221751112995548,1,TRUE,2027,IM,3,3
23,0.05778894472361809,0.6851482481710524,0.22853508585965657,1,TRUE,2027,IM,3,3
58,0.1457286432160804,0.6219025910413211,0.3008267966928132,1,TRUE,2027,WT,1,1
9,0.037037037037037035,0.7341970558102123,0.08401438378555083,1,TRUE,2028,LV,2,2
9,0.037037037037037035,0.7369935349053877,0.07878391631252044,1,TRUE,2028,LV,2,2
12,0.04938271604938271,0.7382492681524012,0.09545603138280484,1,TRUE,2028,LP,2,2
11,0.04526748971193416,0.7495999724712241,0.08041843739784243,1,TRUE,2028,LP,2,2
13,0.053497942386831275,0.7383770803274942,0.10787839163125204,1,TRUE,2028,IM,4,4
12,0.04938271604938271,0.750348464506634,0.09218698921216084,1,TRUE,2028,IM,4,4
12,0.04938271604938271,0.7390509796386441,0.09610983981693363,1,TRUE,2028,IM,4,4
11,0.04526748971193416,0.7498117816108846,0.08107224583197123,1,TRUE,2028,IM,4,4
39,0.16049382716049382,0.6137587669160105,0.2491010134030729,1,TRUE,2028,WT,1,1
4,0.04395604395604396,0.527059327807851,0.02448657187993681,1,TRUE,2029,LV,1,1
4,0.04395604395604396,0.5270593278078509,0.02448657187993681,1,TRUE,2029,LP,1,1
4,0.04395604395604396,0.5270593278078509,0.02448657187993681,1,TRUE,2029,IM,1,1
9,0.0989010989010989,0.518492833594134,0.03317535545023697,1,TRUE,2029,WT,1,1
