"projectID";"physUrl";"id";"availableLanguages";"status";"archivedDate";"type";"source";"represents"
"101047029";"https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5f0adb4cc&appId=PPGMS";"06828fda479b54cc4e73c5e5dfa1d6bd";"en";"";"";"projectDeliverable";"corda";""
"101047029";"https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5eba0835f&appId=PPGMS";"3d6c9bd9c142d42ab22fc3e4d45b7e81";"en";"";"";"projectDeliverable";"corda";""
"101084261";"https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5fb2e4c59&appId=PPGMS";"b831ed58eb479ecaafeb0ec871f73438";"en";"";"";"projectDeliverable";"corda";""
"101084261";"https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5f71722e4&appId=PPGMS";"2d938035f82ee48bf326e6363f19b885";"en";"";"";"projectDeliverable";"corda";""
"101064381";"https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5f96f252d&appId=PPGMS";"4e17784f4db3ad49b52697d0c973198c";"en";"";"";"projectDeliverable";"corda";""
"101057988";"https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5fc695d43&appId=PPGMS";"9bcb3442b59ee59fdd97e529854d59fb";"en";"";"";"projectDeliverable";"corda";""
"101057988";"https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5f47be5b1&appId=PPGMS";"f3fc3686155faa5a29d032ccaf6f2c5b";"en";"";"";"projectDeliverable";"corda";""
"101057988";"https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5f1d0ea00&appId=PPGMS";"81ab6b6e77ea6bc17884ecf77722f115";"en";"";"";"projectDeliverable";"corda";""
"101058570";"https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5f21180c5&appId=PPGMS";"6ae98c3083cd6baa43679b0970d2988d";"en";"";"";"projectDeliverable";"corda";""
"101058570";"https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5f45f85c7&appId=PPGMS";"4f4586f73043123e52bbbb06dfb1b959";"en";"";"";"projectDeliverable";"corda";""
